"Region","ItemType","Sales.Channel","Order.Priority","Total.Cost","Wait.Cat"
4,7,2,2,2.18936595399386,1
3,7,2,4,9.81423387756695,3
3,5,2,1,5.81737461223514,3
7,1,2,1,2.09273808285643,2
5,12,2,2,3.09057467837604,3
3,2,2,4,1.63660212016714,3
2,10,2,2,1.52404359269453,3
4,2,1,4,1.70888749387452,1
4,11,2,2,2.08519123703917,3
1,10,2,1,1.30773694993273,1
4,11,2,1,1.6720753423101,1
7,1,1,3,4.02879850426374,1
5,6,2,1,1.07075933771439,3
3,1,2,3,3.41161355342206,1
4,12,1,2,3.11645457554649,2
4,6,1,4,1.03495711038007,3
5,1,2,1,2.88397928005264,2
6,6,1,2,1.05811331492635,3
1,3,1,4,3.10340178000871,3
4,3,1,1,4.27588968698645,3
7,5,1,2,7.61817811242146,3
5,7,1,2,2.99059341478503,3
1,9,1,1,2.70489146278982,2
6,7,2,1,6.09865158686505,3
4,1,1,2,2.71034345941394,3
1,8,1,4,4.5140259403032,3
7,10,1,3,2.31793069848735,1
1,6,1,1,1.03801489717816,3
4,7,1,4,5.87193062955327,2
3,11,2,4,3.22779341059946,1
4,7,1,3,7.75173351833255,2
4,2,1,4,1.67004875794742,1
1,8,2,4,4.87602666161519,1
5,2,2,1,1.6675480747489,3
7,1,2,2,3.49107401371435,2
2,3,1,4,3.77315289011995,3
2,7,1,2,4.12199702700113,1
1,3,1,4,4.18814788753333,2
2,4,2,3,1.80574107538627,1
1,4,2,3,2.19394803104982,3
4,12,2,3,1.38377008753647,3
7,9,1,1,8.26361085247939,3
4,5,1,2,6.11618846772387,3
4,12,1,2,3.34328426251105,1
2,11,2,2,2.73878882961237,3
7,6,1,4,1.09094995003941,3
3,8,1,4,7.3370757113025,3
2,2,1,1,1.10153406203261,2
2,6,2,4,1.06681033667365,2
4,4,2,1,1.40187625920222,3
7,11,1,1,2.4661423905728,3
4,11,1,4,3.04736931545623,3
7,11,1,4,3.30594368022278,3
1,3,2,1,1.3248517910942,3
7,10,2,4,1.34461810744159,1
1,5,1,4,4.66028095977636,3
3,2,2,4,1.51953888793616,2
5,8,1,3,6.16422116701335,3
4,4,2,3,1.8300377555043,1
4,6,1,4,1.11367591322716,3
5,10,1,3,1.28350845229918,3
5,6,2,4,1.10663839386273,3
4,4,2,1,2.31399162837369,3
2,6,1,2,1.0069299590248,3
7,5,2,4,1.61813990088504,3
4,10,2,3,1.65474287715109,3
4,7,1,2,7.53932019424917,3
7,12,1,3,3.42422237228923,3
2,4,1,2,2.47812920072657,2
4,10,2,1,1.86835746462027,1
5,4,1,2,2.05104755687418,2
3,2,1,2,1.77929735518301,1
7,7,1,2,11.4431028912633,2
4,10,2,3,1.94696547916469,3
7,6,2,2,1.03524905987336,1
3,1,1,2,3.96405294402558,1
1,3,1,2,4.38497408630654,1
7,11,1,3,1.48486649707095,3
5,9,2,1,1.72892490970908,3
4,11,1,3,2.53022058592311,2
7,6,2,2,1.07710539775262,3
5,9,2,2,7.91183389708325,3
1,9,1,4,7.69519077211368,1
5,4,1,1,1.43301200483494,3
7,9,1,2,11.6666238996499,3
7,4,2,1,2.06022630269655,3
3,9,1,3,5.62957364987905,3
4,2,1,4,1.10247181823206,1
5,7,1,1,1.02054237794961,3
1,11,1,3,2.40382320450661,2
4,4,1,2,1.03850590988153,3
7,8,1,1,6.6457307636913,1
4,12,1,1,1.14501534991494,1
3,1,1,1,1.35405010013924,3
7,10,2,2,2.24511060282205,1
5,11,1,4,3.04812317657799,3
2,10,2,4,1.93108235293825,1
6,9,1,3,8.47274654242527,1
1,3,1,1,3.282611864606,3
4,1,2,4,3.81858564634764,3
5,7,1,4,5.81249892229678,3
4,9,1,4,10.9502001002456,1
7,10,1,1,2.07470350279938,1
7,12,2,3,3.30827028398632,3
4,11,1,1,3.07149287135281,3
3,3,1,2,2.04440230089504,2
4,5,1,1,6.98310866533456,1
7,2,1,3,1.05011376376293,3
4,6,1,2,1.05874331120133,1
6,7,2,3,5.07180375593352,3
1,5,1,2,3.17413204958661,3
3,3,2,2,3.25517137906275,2
1,3,2,4,3.19927409369686,1
3,8,2,1,5.47218140035932,2
4,4,2,3,2.33684850522547,2
7,3,1,2,1.82894367366654,3
5,7,2,2,2.64500904296027,1
5,7,1,3,8.27231125041252,3
7,5,2,2,5.93402002088375,3
3,1,2,2,2.39922842969811,3
2,5,1,2,3.99929031076755,3
7,9,2,1,11.2151053075104,2
3,10,1,1,1.88787486549175,1
7,5,2,3,4.32042520124459,1
7,11,1,2,3.46651609915945,1
7,1,1,4,1.21068493104046,3
5,6,1,2,1.03011689509668,3
4,7,2,4,2.77157656767316,3
4,11,2,4,1.94497306839025,1
4,10,2,4,1.65245463015237,3
1,12,1,4,3.10985773901285,3
7,2,2,3,1.75272759619868,1
7,9,2,3,2.40781153399491,2
5,8,1,4,6.47688973628475,2
3,5,2,3,1.65702170376791,3
7,1,2,1,2.68259536216902,3
4,4,1,3,2.40019984894061,3
3,11,2,2,2.23395316506813,2
5,2,2,3,1.39692726485845,3
3,5,1,2,1.01619198958725,3
2,3,1,1,3.87342923235208,3
1,2,1,4,1.0973141591351,3
5,4,2,2,2.10504017935868,1
4,7,2,2,4.30909684614192,3
3,4,2,1,2.5700966343585,3
7,11,2,4,1.55472429435482,3
1,2,2,2,1.7342069112596,1
1,10,2,1,2.11279608518992,3
7,4,1,2,1.68821713377835,2
4,2,1,1,1.24211934559973,3
5,7,2,4,1.18563045366207,3
4,12,2,4,1.28456381504974,3
2,8,2,1,7.31831559714622,3
5,12,2,4,3.34506033388549,2
1,5,1,3,3.70983688930617,1
4,1,2,3,3.89173972090244,1
3,5,2,3,8.08691984717607,3
3,12,1,4,2.50751581859466,1
2,7,1,1,7.04845831579744,2
5,2,1,1,1.06605561915353,2
2,11,2,2,1.34791505994969,3
2,3,1,2,3.88393114657233,1
4,9,2,2,1.72570743755606,1
1,5,1,2,7.01118996741663,3
4,2,2,4,1.70560534717646,2
7,2,2,2,1.17694528973815,3
7,10,1,4,1.6216305970519,3
3,1,2,4,2.97058697751408,3
3,8,1,4,6.62836028762067,1
4,2,2,3,1.19663816992654,3
5,9,2,1,3.82993422562686,1
5,4,2,2,1.93190383659172,3
7,11,2,3,1.97939939295101,2
4,12,2,3,2.1619430740245,1
3,3,1,1,1.01487593588339,3
5,8,1,4,4.56961146372922,3
4,5,2,1,2.25248931458521,2
7,8,2,1,3.61493009888723,3
2,11,1,3,1.53989835896004,3
1,8,1,2,7.85957963150715,1
7,7,2,1,8.63550501697995,1
4,9,2,1,6.76963128276348,3
2,2,1,1,1.3330816969461,3
5,1,2,4,2.97521166038823,3
4,7,2,4,6.28575140600585,3
4,8,1,4,4.29515794181322,3
7,10,1,1,1.22980194921147,3
2,6,1,3,1.07533833503011,1
6,6,1,3,1.00961896751557,3
5,2,1,2,1.55954981911257,3
2,2,1,4,1.76460584139167,3
7,12,2,3,2.48924765588611,1
7,7,2,4,11.7743796298596,1
4,2,2,2,1.62159802097599,3
2,6,1,3,1.05829770408,3
1,7,1,4,4.12749996285821,3
4,5,1,1,6.4258028240134,3
1,10,2,4,1.32752355633347,3
1,4,1,1,2.63902721573038,3
5,12,2,1,1.2924292739937,1
1,1,1,1,4.86796823306482,2
2,6,2,2,1.09045824562967,3
3,7,1,2,2.07270371382372,1
3,10,1,3,1.82326553846893,1
7,12,2,1,1.02424249645283,2
4,3,1,3,2.25105287103559,3
5,6,1,3,1.07229591399484,2
7,10,1,3,1.41003505105219,2
4,9,2,4,6.93693983472018,2
3,9,2,3,2.17829852041329,2
5,10,2,4,1.76444413032525,3
2,7,1,4,8.98659232466179,3
7,9,1,4,1.89087100807742,3
1,6,1,3,1.05245871421432,3
7,1,2,1,4.84526524440989,1
3,2,2,2,1.31651467075586,2
7,10,1,3,1.17380719912503,3
4,1,2,2,3.5322757338659,3
7,4,1,2,1.07828047511178,1
5,4,2,1,2.57567587201524,3
7,3,2,2,1.75780167410996,3
3,11,2,4,2.04699560686957,1
4,1,1,2,3.04458190350055,1
1,5,1,3,5.80441401127418,2
2,6,2,1,1.13755430862524,1
4,1,2,2,2.33868712661827,3
7,2,1,3,1.60448397033608,2
7,8,1,2,3.16538217817924,3
7,6,1,1,1.1044257240189,1
5,10,2,4,2.12827540312246,3
3,4,2,1,1.78774353455811,3
4,2,1,3,1.26548510423595,2
7,12,2,1,1.27416111128514,1
4,2,2,2,1.39677097215854,1
4,4,2,3,1.01636893466289,3
7,7,2,2,4.12419820134396,1
5,10,1,2,1.95208038422067,1
1,5,1,1,7.18327794684267,1
5,5,1,1,1.13931769871634,2
2,1,2,3,3.83414139783343,3
3,9,2,3,1.11975018207186,1
1,10,1,3,1.5671164773764,2
3,5,2,4,8.19564488857077,3
4,3,1,3,1.14293153508523,2
4,2,1,1,1.42982687818906,3
3,9,2,1,8.80414617418565,1
1,2,1,1,1.37528072592122,3
7,5,1,4,7.6196181791949,1
7,6,2,1,1.13125434587543,3
1,11,1,1,1.77510302895178,3
1,4,2,2,2.78948665705386,1
5,8,1,1,6.81318215301221,3
4,11,1,1,2.15756190472894,1
7,3,1,4,3.35510894986842,3
7,11,1,4,1.18030660387652,3
5,6,1,4,1.04966214538391,2
4,4,2,2,2.60915129795563,3
4,12,2,1,2.06324425050189,3
7,12,1,3,1.61973385585531,3
5,10,2,1,2.23434238165158,1
4,5,1,1,5.95706108925879,1
1,11,2,2,1.02852923136048,1
4,8,2,4,1.29909822915041,3
3,11,1,2,1.35922297677621,3
7,9,2,1,5.01610895937115,3
4,11,2,4,1.00817498107274,3
5,7,1,2,11.9966982384858,3
7,5,2,2,4.84532954016336,3
7,4,1,2,1.86999229614283,2
7,8,1,3,7.4357400153837,3
4,2,1,2,1.50289371539598,3
2,4,2,1,2.11835835957153,3
5,6,2,2,1.08368194423292,3
4,5,2,4,3.24109515455155,3
4,8,1,4,4.53556533063078,3
7,11,2,3,3.35393950497537,1
1,5,2,3,1.69086327294374,2
7,11,1,1,2.73300922767881,3
3,10,2,3,1.16775007471664,1
7,4,2,4,1.01996844282852,2
7,11,2,2,2.66290014335435,3
4,2,2,1,1.46296093056952,1
3,8,2,1,1.16221887771382,3
1,10,1,1,1.5056030139401,2
1,12,1,3,2.96827947802155,2
7,10,2,2,1.74250387969042,3
3,9,2,1,8.88994543159934,3
5,10,1,2,1.75623336168276,3
1,2,2,2,1.75702564544614,3
1,1,1,4,1.41164842320826,1
5,10,1,2,2.06689654245079,1
4,1,1,2,1.42468162039905,2
5,11,2,3,2.94233133248983,3
7,9,1,4,9.17844543465288,3
3,3,2,3,3.46012809207099,3
4,1,2,3,3.20308239836929,3
1,12,2,3,2.82365652324549,3
5,3,2,3,1.2598076772139,3
4,12,2,1,1.17013407363921,3
4,11,1,3,1.91004416974832,1
7,10,1,2,1.45418475785111,2
1,5,1,3,5.11822219373018,3
7,9,1,3,4.71902903057624,2
7,4,2,4,1.26437504727502,3
2,11,2,3,1.40395207000114,3
4,2,1,2,1.60862572688364,3
4,10,1,3,1.12938828679684,3
1,2,2,4,1.31979681745393,3
1,6,1,3,1.11021861659616,3
7,10,1,3,1.30921758034367,3
4,3,2,2,3.86970274666102,1
4,10,1,2,1.91667985712275,2
5,3,1,2,2.84695181017856,3
7,12,2,2,2.15483878852673,3
4,3,2,4,1.44172793322287,3
3,1,1,3,3.07359127789297,1
1,10,1,4,1.22724449668348,1
4,9,1,4,11.5808246422363,2
7,11,1,1,2.19952684050738,1
7,6,1,2,1.05751405017698,1
1,2,1,1,1.09512606133639,3
4,1,2,1,2.49214251289703,2
7,10,1,1,1.56428981931916,3
4,7,1,1,10.4965979238451,3
4,12,2,1,3.37398492484071,3
5,12,2,4,1.23255029622677,3
1,8,2,1,4.38826369355182,3
1,8,1,1,4.35699683662467,1
6,3,1,1,1.478654018707,3
7,7,1,3,9.01520759111862,2
7,11,2,4,1.53562647927002,2
7,2,1,2,1.60034221378852,2
2,6,2,1,1.04111878126465,3
1,5,1,1,6.72893687982246,3
4,4,2,2,1.22945981806838,2
4,3,2,4,1.84926995925414,3
1,6,2,4,1.13068581265166,2
5,3,2,1,3.7955118042663,1
3,8,2,1,6.29484714706451,3
7,6,2,3,1.07040592516989,3
5,5,2,3,4.03457194671682,3
3,10,1,1,1.46845265090198,3
4,12,1,3,2.64275096753438,3
2,4,2,4,2.67250264167077,3
7,6,1,2,1.07752027334834,3
7,1,2,1,4.76622520983343,3
4,8,1,2,3.19317493989225,3
2,7,2,3,3.07643921415551,3
4,7,1,4,8.04779146744357,3
2,8,2,4,7.94365273568901,3
1,3,2,4,2.00747621541091,3
5,6,1,3,1.11785540070997,3
5,4,1,4,1.63548433915182,1
7,6,2,3,1.02884153678391,3
7,9,1,3,2.33166469304026,3
5,7,1,4,3.23272259249665,3
7,7,1,3,2.94436875358554,3
4,8,2,2,7.94226309760336,1
7,7,2,2,4.60075244656728,3
4,6,2,4,1.0027658373048,1
4,10,2,3,1.86378097062282,3
4,8,2,4,7.65599765195933,2
4,3,1,1,2.48209498388124,3
1,6,1,2,1.11536614713565,3
4,4,2,3,1.50428226651448,1
2,9,2,3,7.40883575049549,3
4,2,2,2,1.77070125668808,3
3,7,2,1,11.2637071823224,3
4,9,2,4,7.68232088350163,3
7,8,2,2,4.12214800014971,3
1,6,1,2,1.0773666157203,3
3,2,2,4,1.06972849760137,1
7,11,1,2,1.50572332143987,2
5,2,1,1,1.0345626401221,3
7,9,2,4,6.64307737807828,1
5,5,1,4,6.44164355852124,1
7,5,1,1,4.93533371350334,3
4,1,2,1,4.84484481869405,3
7,7,1,3,7.37203094419388,1
1,10,1,3,1.62189980258116,3
2,10,1,4,1.2552418717267,3
5,2,2,1,1.46100727182067,3
7,3,1,3,1.66192936042181,3
4,8,1,1,6.14337659572859,3
7,12,2,1,2.68055591536181,2
3,11,1,2,2.51564593756892,2
7,3,1,4,4.07228805968404,1
7,1,1,1,1.50834633784966,1
4,4,1,4,1.89176932054491,1
5,1,2,4,3.0374346663314,2
3,7,1,2,3.69386861732014,2
4,12,2,1,1.3441890683346,1
4,2,2,3,1.17210021604101,3
4,10,1,3,2.0302845904712,3
4,5,2,2,6.32787828341951,2
1,11,1,3,1.79344698291481,2
1,3,1,1,2.24935901390329,3
3,2,2,3,1.76358993884227,1
7,11,2,4,3.32127218969874,1
7,10,2,4,1.2587415436071,1
1,9,1,3,6.05535246479449,3
5,5,1,4,5.69208880294589,2
7,4,1,3,1.58959061003999,3
2,2,2,1,1.2316477347059,3
4,12,1,4,1.15059728852034,3
4,10,1,3,1.4292832463944,1
4,12,2,4,2.22486674557619,3
5,2,1,1,1.12489982066884,3
2,11,1,3,2.66918231936908,3
1,6,2,3,1.07821173267454,1
4,7,2,4,11.130536134581,2
2,2,1,1,1.24501076054802,1
7,6,2,4,1.12523096685609,2
5,10,1,4,2.02193921906408,3
3,2,1,1,1.13388665091354,1
4,1,2,4,2.21550239187943,3
4,4,1,2,1.08925897501696,1
4,7,1,3,7.54482313010626,1
5,8,1,4,6.33584147059121,3
1,10,2,3,1.83039948499437,1
5,10,1,4,2.20136470431702,1
2,4,1,4,1.98643638530106,3
7,9,2,2,3.57897139769181,3
4,4,1,2,2.49216728257254,2
7,1,2,3,4.68928730383614,3
4,1,1,3,1.63699660689432,3
7,1,2,3,1.5062442092705,3
7,4,2,1,1.82139893590678,1
1,5,2,1,4.85541000757743,3
2,4,1,4,2.68384109239252,3
5,8,2,2,7.52537167190817,1
3,11,1,1,1.07627376907248,3
7,6,1,2,1.06075622612871,1
5,5,1,4,4.11089548570912,1
2,3,2,3,1.77135253116836,3
5,3,2,4,1.27776256281628,3
3,10,1,2,2.33973634635755,3
3,8,1,1,2.19402515630943,3
5,1,1,4,3.17617515255603,3
1,2,2,4,1.1112242094269,3
4,12,1,4,3.18242294088294,3
4,11,1,1,2.72421418125818,2
4,9,2,4,4.6460996617746,3
3,9,1,4,8.97681717973071,2
7,4,2,2,1.94108258241408,3
2,10,1,4,1.68166343007727,3
7,10,2,2,1.30396807252307,2
1,2,1,1,1.32495447655089,3
4,2,2,3,1.40231936300527,3
7,11,2,1,1.4119932553,1
2,7,1,4,8.78188311077833,2
5,8,2,3,5.80499972187266,1
4,6,2,3,1.05617722881299,3
4,11,1,1,1.47707659881267,1
4,1,1,1,2.32144967226915,3
1,9,1,2,2.08177435582288,3
5,2,2,3,1.47835576151044,3
1,4,2,1,1.2076827936663,1
5,7,1,2,7.37313153136529,3
4,1,2,1,1.73747835297822,3
4,1,1,2,4.2802130823314,3
5,2,2,3,1.36856013982518,1
1,3,2,3,1.11007070671862,3
5,12,2,2,2.13276475858722,1
1,11,2,4,2.0105589859841,2
1,8,1,4,6.49356539331256,3
5,6,2,3,1.03128469306982,3
1,7,1,4,5.90384765752435,3
7,7,1,3,1.10858935166292,1
4,7,2,1,7.63287010381957,2
5,9,1,3,7.76275768732696,3
3,6,2,4,1.10772936302185,2
1,7,1,1,2.47882038007639,1
4,4,1,1,1.79044316568233,3
4,1,2,3,4.52153744321909,2
2,12,2,1,2.9071318778443,3
4,1,1,4,2.29033816929757,3
4,11,2,1,3.09033939939702,1
5,1,1,3,2.50727783866699,1
3,3,2,3,1.41123850484148,3
7,2,1,3,1.04565942181556,3
1,6,2,1,1.0475263043541,1
7,7,1,3,8.97228469143338,3
1,7,1,4,4.78675167853666,2
7,4,2,2,2.65792463359996,2
3,5,2,4,3.95104807385732,3
1,12,2,4,2.18300220603575,1
6,9,1,2,11.1958004745923,1
1,10,2,1,1.57263519072627,3
4,11,2,3,2.65234608764959,3
2,5,1,1,1.83414991690099,3
3,8,1,2,4.28265119904236,3
7,7,2,1,2.13543718259446,3
1,12,2,3,2.48772530899373,3
1,12,1,3,1.51748288958381,3
6,3,1,1,2.49327444095442,3
4,6,1,2,1.07415517129417,1
7,3,2,2,3.46351580633559,1
7,5,1,1,2.88827879505883,3
7,8,2,2,3.68927573646954,2
4,8,1,3,1.71112592154583,2
1,6,1,2,1.09360822700458,3
3,4,2,1,2.47848915154314,3
7,2,1,1,1.65785792735461,3
1,4,1,2,1.87539155839128,3
5,2,2,3,1.60182699443765,3
7,12,2,1,2.04878195502428,3
1,8,1,2,3.34672994835665,2
7,3,2,1,1.57181616098348,1
7,9,2,4,8.887800450164,3
7,5,1,3,5.0973412255153,3
7,8,1,3,3.81295352609244,3
5,4,2,2,2.22454385045771,2
1,1,1,1,1.15729086512977,1
1,8,2,2,6.6950629157319,1
3,5,2,2,5.13766309517161,3
3,1,2,4,3.32416500452896,2
3,11,2,4,1.52205697907819,3
1,8,2,2,5.8390458549711,1
7,7,2,4,5.16535366550391,3
5,3,2,3,2.0735366435706,3
7,3,2,3,3.63527291955076,2
2,9,2,3,8.83739338643346,3
3,6,2,1,1.05305797896369,3
3,5,1,4,4.63003955753412,3
7,3,1,4,1.94480350151583,3
4,8,1,3,4.1520252189912,3
7,5,1,1,1.09539566212643,3
1,9,1,2,7.92577627641298,3
5,1,2,2,2.01748187972247,2
7,11,2,4,1.99648691171109,1
4,7,1,4,10.979755692097,2
5,5,2,3,2.96460233405114,1
4,1,2,1,1.83501711905129,3
5,4,1,2,1.16322886782073,3
2,11,1,3,2.40507963970956,3
4,10,1,1,2.23380397059306,2
7,9,1,1,8.29149561113884,2
4,8,2,3,1.46863407559979,1
1,2,2,2,1.3919258984614,3
7,2,1,2,1.08481074314247,3
7,12,1,4,1.55021334776997,3
7,5,2,2,7.1767976463622,3
7,6,2,4,1.04055024804089,2
1,12,1,4,1.96479915146134,3
2,3,1,3,2.15585810020035,3
3,3,1,3,4.36430902929248,3
2,2,1,1,1.29924432741605,1
4,3,2,1,1.88890621614995,3
4,4,1,1,2.05068760605762,3
4,8,1,3,1.03228771670548,3
7,6,2,3,1.05871257967572,2
3,12,2,4,1.72629813832188,3
7,4,2,1,1.85703406674655,1
4,8,1,1,3.94427432518643,3
4,9,2,1,9.58920937952093,1
3,9,2,2,11.5454324485531,3
5,5,1,2,4.95693471510493,3
2,9,1,2,9.38114618029273,1
3,10,2,2,1.22024515292267,3
1,9,2,2,10.4879566009294,3
4,5,1,2,3.41174306720416,3
7,12,2,1,2.54532076642209,2
3,3,1,1,1.01521470730985,2
4,7,2,2,6.74029390780084,3
3,3,1,1,2.23242044258029,3
1,7,1,3,5.82240420683953,1
7,1,2,3,4.59132811204723,3
7,12,1,4,2.07872144390775,3
5,5,1,1,2.20424707767499,1
4,9,2,4,9.57526700019121,3
7,7,2,2,3.68946626863447,3
2,10,2,1,1.17084593830315,2
7,8,2,1,2.92219551319037,3
2,1,2,1,1.94432780516766,3
7,6,2,2,1.10809814132915,3
1,4,2,2,1.28471226841085,3
4,9,1,3,3.39450299425237,3
4,8,1,4,2.70054823852909,3
1,1,1,2,4.23817051074818,3
7,2,2,1,1.03886068936956,2
2,1,1,4,3.26236242430163,3
7,6,2,3,1.05972672002081,3
4,3,1,3,4.28097125838334,2
5,9,2,1,4.58067772799666,3
4,7,1,3,9.28595203528706,1
7,12,1,2,1.49414023723399,3
1,11,1,2,3.09109326051879,3
7,8,1,3,4.75582296720641,3
4,8,1,2,3.7677902883088,3
7,3,2,4,1.63448887487856,1
5,6,2,1,1.13677065472222,3
4,6,2,2,1.03062396526923,3
4,7,2,4,1.0667670391491,1
5,7,1,2,10.9038151772692,1
3,11,2,2,2.70963953290399,3
7,2,2,4,1.6626248547018,3
4,8,1,2,1.74447723560144,1
4,6,2,3,1.13232994927174,3
4,8,1,4,6.05443975824695,2
3,4,1,2,1.02104829527821,1
4,6,2,3,1.03541808326421,2
3,5,2,1,5.39039481391027,2
5,4,2,4,2.01613232766754,3
4,3,1,4,1.75678535983058,3
4,1,1,3,4.84484481869405,1
4,10,1,3,1.90106593642557,3
5,10,2,1,1.9736168265616,3
4,2,1,3,1.01096244243601,1
7,1,1,3,3.87282056368999,3
4,4,1,1,2.03358994227086,3
1,9,1,4,8.88458297801099,3
5,10,1,1,2.23272714847601,1
5,10,2,3,1.09466077352208,3
3,4,1,3,2.53950081495062,3
2,6,2,1,1.01974500520369,2
1,12,2,4,2.16549521677339,1
2,11,1,3,2.52619999327368,2
7,1,2,2,1.18545938809053,3
4,8,1,4,4.06934175289499,1
4,12,2,4,1.44618631012404,1
4,3,1,3,3.7955118042663,3
2,10,2,1,1.9033541834243,3
7,6,2,1,1.03025518696192,2
7,11,2,4,2.4995635669712,1
1,8,1,4,2.77280941898293,3
7,4,2,2,1.48322514374553,3
4,11,2,1,3.34790861600122,3
4,1,2,2,2.06456955989567,3
5,6,1,4,1.06548888107247,2
7,4,2,3,1.66032094549469,2
7,12,2,3,1.45329059562181,3
3,3,1,4,3.29175869312042,3
5,10,2,1,2.17955905644682,2
1,4,2,1,1.89608873034367,1
4,3,1,3,2.5694980119079,3
1,12,2,3,2.00945466030448,1
7,4,2,3,1.23449912950027,2
5,1,2,4,1.80979157610136,3
3,6,2,2,1.04872483385284,3
1,2,1,3,1.74100564370559,3
7,1,1,1,4.0334231871379,2
3,4,2,4,2.76770963265177,2
7,3,1,4,1.94277087295707,2
1,3,1,1,3.91340426067435,3
4,9,1,4,2.94191191139515,2
7,5,2,2,3.86680416761109,1
5,4,1,4,2.56775695405084,2
4,1,1,4,3.78789456909189,2
5,9,2,1,1.43184498091417,3
7,9,2,1,11.4188785438679,3
4,8,1,4,5.37351709627813,3
4,1,1,4,4.73931796402017,1
5,1,2,2,4.4904259402475,2
4,2,1,2,1.18218109518506,2
7,10,2,3,1.11296674951188,3
4,5,2,2,1.5043746257833,1
4,10,1,4,1.11067850251315,3
7,7,1,1,8.87543302034873,3
2,5,2,1,6.5201271976737,2
5,11,2,2,2.84985770155291,3
3,6,1,4,1.05004628945402,3
4,1,1,1,4.98863041350867,2
2,9,1,2,3.23255689588403,3
2,5,1,4,4.0194512455957,3
7,6,2,1,1.01475113229225,3
7,3,1,4,2.57322449759896,2
4,4,2,3,2.69158003494863,1
1,12,1,4,2.65036270199628,3
7,11,2,4,3.32303119898287,3
5,5,1,4,6.7159762788615,3
7,5,1,4,4.55227595176838,3
2,7,1,3,11.5773745261761,2
7,5,2,4,3.43334406880575,1
5,8,2,3,4.2534687992437,3
1,1,1,4,2.67965238215819,2
1,12,1,3,3.2379886024548,1
1,10,2,3,2.17027146568729,3
2,6,2,4,1.00255071662554,3
5,8,1,1,2.31839776497516,3
7,8,1,2,7.56636599543486,1
4,5,2,3,1.36756828230653,3
1,7,2,4,11.7523678864313,2
4,11,1,1,1.99271760610225,3
4,9,2,4,8.30543799046857,3
7,6,2,2,1.06316865088901,3
2,1,1,2,4.67373155235035,2
7,5,1,1,4.93965391382365,2
4,12,2,4,2.57652887771587,3
7,2,1,2,1.3809072631179,3
7,12,2,3,1.6100923255369,3
5,4,2,2,1.31818769435124,3
4,8,1,3,3.06671787409804,3
7,8,1,1,6.59848306877918,2
4,1,2,3,3.5583421282475,3
7,11,2,3,3.04963089882153,3
4,1,1,1,2.00991421683749,1
4,5,2,2,7.46841116798373,1
7,6,1,2,1.07785832013004,1
5,7,2,1,11.9493729901148,3
4,5,2,1,8.06531884557448,2
7,5,1,2,3.13669031347718,3
4,5,2,4,4.40754924103769,1
4,9,1,3,3.63259593357537,3
1,6,2,2,1.00754458953697,3
4,4,1,1,1.95782029538428,1
2,3,2,1,1.1093931638657,3
4,12,1,2,1.25056473445326,3
4,12,1,1,3.49222053348219,3
7,1,1,3,1.57351232380366,2
3,6,1,2,1.10992666710288,3
1,10,2,2,1.11592801033376,1
4,4,2,4,1.54873619236005,3
1,6,1,3,1.09798746940384,3
7,4,2,2,1.10887629451966,3
2,9,2,3,8.92641011600016,3
7,7,1,2,7.06276594902586,3
2,4,1,3,2.03394989308742,3
7,11,1,2,2.48800436310408,3
3,1,2,1,3.4734161336494,3
7,12,1,4,1.63673339615355,2
7,10,2,1,1.6342832569272,3
4,11,2,1,3.11999127018658,3
4,7,1,1,2.82000240321548,3
7,2,1,2,1.73170622806107,3
7,3,1,3,3.91848583207125,1
3,11,2,1,1.87059210437577,2
3,10,2,2,1.00165026316216,3
4,7,2,4,2.53384973864721,2
6,9,1,1,3.96399556533575,3
1,5,2,4,5.54880215898864,3
7,2,2,4,1.49031215305339,3
7,11,2,2,1.97990196703219,3
4,11,1,2,1.62081278602985,1
1,1,1,3,1.96955334811759,3
1,2,2,4,1.44951975837744,1
4,10,1,4,1.29589190664522,1
7,10,2,3,1.41016965381682,2
1,8,2,3,5.68757530363518,3
4,11,2,2,1.94547564247143,3
7,5,1,2,2.1574449075382,2
1,4,2,4,2.76572990316068,1
4,1,2,3,3.07989766363045,2
3,2,2,1,1.43811039128417,3
4,11,1,1,2.86719650735358,3
7,7,2,4,9.88467145653761,1
3,10,2,4,1.29898777023173,3
4,6,2,3,1.10121427959277,3
4,4,2,4,1.89734855820164,3
1,10,2,1,1.42241850539823,2
1,10,2,1,1.52296677057748,2
1,5,2,3,2.49442053252308,3
4,3,2,4,4.24743288716381,2
4,10,1,2,1.04418473678551,3
1,5,1,3,4.78052653535857,3
5,2,2,1,1.57166250335543,3
4,5,1,1,5.71008963761388,1
4,1,2,3,3.08284064364128,3
1,8,1,1,2.12940698532668,2
1,10,2,1,2.02974617941267,3
4,5,2,3,1.83919015060803,2
4,1,2,1,1.97754143671841,3
3,2,1,1,1.65027773140908,3
2,9,1,4,9.99675585223597,3
6,12,2,1,3.22504865386957,1
7,11,2,3,2.94861350850457,1
7,10,2,2,1.08887285464295,3
4,4,1,2,1.87089217318424,3
5,4,1,1,1.83993640295979,3
7,7,1,2,8.2172818918417,3
4,7,2,4,5.34695054878763,3
1,4,2,2,1.41717416890616,2
7,11,2,3,2.04825204207252,3
5,11,2,2,2.01558472679589,1
3,8,2,3,3.43080305253851,3
